1692014555# #7.28
1695787724# #反对脱钩断链、“小院高墙”
1703639182# #四川遂宁卫健委通报医护人员爬窗事件医护人员爬窗讨薪等说法不属实。。爬窗证据确凿，即便不是讨薪，划转调整肯定也涉及到一些利益问题，否则何必爬窗？
1693187776# #印花税下调+两融放宽。。证券就涨这么点？？？允悲
1701996451# #别说喜欢不走寻常路的马斯克了，就连相对圆润一点的马云，前几年在网络上还被戴资本家的高帽子，被网友喊打喊杀呢
1687420095# #有些国企（全民所有制），已经成为利益集团的“提款机”。烟草企业员工凭什么享受“超国民待遇”？
1699577680# #商务部：中方期待早日加入CPTPP。。中方已对CPTPP协定全部条款进行了深入全面的分析、研究和评估，梳理了可能需要采取的改革举措和修改的法律法规，并在有条件的自贸试验区和海南自贸港主动对照先行先试
1691633701# #呼吁的人多了，有人就会有期望。。降息但息差不变，阻力比较小，经济压力之下，还是有可能的
1695684519# #陈志武最新观点。。个人感觉稍微悲观了点
1703039414# #保护地球，恒动不息减少环境破坏，创造人文环境，像A股长期在3000点以下一样，我们应该十几年如一日，保护好我们的生活环境，留一个美丽绿色的地球给下一代
1699840813# #以哈战争让欧洲人觉醒了，西班牙也在游行……
1695866230# #禁忌、不良反应“尚不明确”……。希望医院不要开这种药给病人吃。普通群众已经够难了
1703558066# #现在我们要唱响光明论
1696918987# #明摆的漏洞不补，还让媒体狡辩。。A股3000多只个股待涨就会经常看到
1692600045# #亲，不要小瞧空仓，尽管今天我不是空仓
1696644542# #看看各大城市的二手房市场，就明白楼市的走向了。。上海的金九银十都静悄悄，更别说其它地方了。。房企的洗牌才刚刚开始
1691892941# #井外势力太恶意了
1689332404# #因为这是中国。你要不服你滚出国。国家不需要不能接受公演的人。奴才们表示公摊都少了。继续加才行
1701745548# #又到3000点了，A股投资者，拿起钉耙、锄头、粪叉，把指数顶上去
1691831819# #这水平不当发炎人太可惜了哈哈
1699257552# #大家说说，谁能扛航母券商的大旗？。。说实在的，我宁愿相信东方财富也不信中信证券
1693351924# #隔夜外盘：纳指、标普涨逾1%，英伟达股价创收盘新高，中概股普涨，拼多多大涨超15%
1697955355# #张维为：美国已在对华科技战中输得惨不忍睹，一败涂地！。。2024年诺贝尔经济学奖不颁给张维为，我们14亿人不答应哈哈
1701048903# #活跃资金去炒北交所股票了。。资金有限，沪深两市的妖股就支棱不起来了
1697090249# #究竟是谁诋毁民营经济、喊打喊杀、离场论？是谁在破坏我们这个社会的稳定和发展？为什么这些跳梁小丑还在逍遥法外？。。是谁啊？哈哈
1696725163# #殷美根。。搞权色、钱色交易；违规干预插手市场经济活动和执纪执法活动；对配偶、子女失管失教；与不法商人结成利益共同体，伙同亲属大搞权钱交易，利用职务便利为他人在职务提拔、工程承揽等方面谋利，并非法收受巨额财物
1688479675# #走出疫情之后，这个暑假，朋友圈里带孩子去旅游的不少，由于去欧美签证时间长，不少家庭把旅游地点改为西藏、内蒙、新疆、北京、山西…。。7月8月，旅游消费估计会有所恢复，毕竟，大部分人即便自己省钱，对孩子还是会慷慨一些的。。暑假，除了游泳和足球课，我也给孩子安排了一系列旅游计划，今天开始在上
1703749488# #国防部：所谓台军动态，解放军尽在掌握
1703653901# #1-11月医保基金总收入2.94万亿，支出2.49万亿
1691993132# #不敢想，没人会对自己大腿上来一刀
1688738128# #阿里巴巴美股大涨。。否极泰来，之前的事情应该告一段落了
1689305365# #专家说月入3000就算中等收入群体。。月入3000是中等收入群体？。。不用担心，可以按照专家的方法增加收入：把家里闲置的房子租出去，还可以开滴滴……
1692932400# #江盐我卖了，估计抢盐抢两天也就差不多了，这东西保质期长，相当于透支消费了，对上市公司今年整体业绩的帮助，三个板，已经足够
1695164980# #湖南两地有公交公司发停运公告。。我们习惯了经济上涨，一旦经济有问题，很多问题都会暴露
1698131102# #论媒体操守的重要性
1693397022# #一线城市楼市政策也松动了
1691025392# #经济日报：让居民通过股票基金赚到钱，是扩大消费必要之举。。那应该做一些什么吧
1702878480# #陕西韩城市国资委大楼被盗26条“名烟”，破案后发现一半为假烟。。信息量很大笑cry
1700214088# #格力就高管遭自媒体侮辱诽谤报案。。这配图，媒体太坏了笑cry
1702447279# #“接下来谁再放冷枪，惊吓企业，就是大逆不道”。。老胡在说谁呢？哈哈
1687324226# #如果非要在两坨屎里面做选择。。只能选一个臭气相对淡一点的。。哎，这个选择太难了允悲
1692142631# #转发微博
1689562719# #最近在严查股市小作文，今天A股更加平静了，跌下来后保持一条直线走势，波动很小。。没有股市小作文，感觉A股想象力减弱，盘中题材异动变少了。。对那些听风就是雨的投资者来说或许是好事，能减少被庄家放谣言收割的次数了
1696389108# #这不伤害加拿大的民族情感？
1691456128# #怎么说是你的事，怎么想、怎么做是我的事
1689228198# #全球饥饿人口较疫情前增加1.22亿看一些媒体，估计这1.22亿都被欧美日澳承包了
1702701118# #法新社记者提问，美国财长耶伦昨天呼吁中国转变经济政策，她说国有企业作用过大会限制增长，安全机构作用过大会阻碍投资。中方对此有何评论？。。毛宁指出，我们也希望美方能够言行一致，不要一边重申要同中方合作，不寻求同中方“脱钩”，一边又不断地对中国企业挥舞制裁的“大棒”。(财联社)
1689659874# #A股赚钱不容易。。死多头长期不可能盈利
1703075644# #虽然最近没有买。。但我坚决看好经济，坚决看多A股
1695279110# #这些天的常态——接近4000只个股待涨裂开。。对投资者来说，又是美好的一天笑cry
1699499011# #转发微博
1688622846# #领导的事也敢管？还想不想干？无法无天了doge
1692015863# #白天看A股心寒，晚上看新闻振奋。。一个A股普通投资者的一天哈哈
1694063460# #我乐家居公告相关股东被证监会立案调查清仓式违规减持者系“再犯”。。第一次要是严惩了，这一次还会这么明目张胆吗？
1697701145# #个人看法，小年轻有实力、有需求买房结婚的，尽量买二手房吧，一是可以挥舞屠龙刀砍价，二是避免期房风险，楼市暴雷不是闹着玩的，运气不好遇到烂尾楼的，妻离子散、家庭破裂的在网上也看到很多。。不过，二手房也要注意一点，那就是看看房主有没有债务问题，房子有没有被抵押出去，交定金找中介，必须要
1703923032# #李大霄的这个言论有点危险啊，和光明论不是那么一致。。买股票要用30到50年不用的余钱，那你的意思是牛市要多少年才来？哈哈
1692084957# #这个专家说得中肯
1687399921# #屈原之后有端午节。。个人感觉，陶渊明和竹林七贤配得上一个长假，他们的思想多了不起啊
1691982292# #油价将要上涨。。按照一些砖家的思路，这是妥妥的利好啊。。有助于培养群众的绿色出行习惯，也有利于培养群众努力奋斗的精神。。就是苦了一些几代石油人，他们受累了哈哈
1689818187# #高开不追是对的，上证绿了
1692781281# #中金10大预测。。结果很明显，还不如街头算命的准。。不过，当前环境下，谁敢预测正确呢
1690514591# #今天A股嗨了，中午加菜
1700011645# #A股有这样经得起历史考验的公司吗？
1691563160# #不患寡而患不均嘻嘻
1703854911# #王自如的工作一景，这工作状态，大部分人自愧不如
1689231144# #万安科技good
1702434200# #新房打折引发老业主不满，多地回应：市场经济，房企可按市场情况降价销售
1688699245# #欧洲被美国“踩在脚下”。。那白俄呢？哈哈
1701824893# #德国股市再创历史新高。。估计某些媒体又要加班发文：德国股市，该警惕风险了
1703062721# #他们不管干什么事都能找到“理由”哈哈
1687843748# #反弹根本就没有量。。继续维持谨慎态度，俄的宫斗剧才刚刚开始呢。。这次风波，让他们内部各方矛盾大大激化了，出幺蛾子是迟早的事。。半年之内，必有变故
1692258355# #消费不是刺激出来的
1699431395# #不能靠“自动驾驶”
1695558397# #目前为止，也没看到外媒说的那几条传闻啊，明天A股……
1694739635# #又有人销户不玩了。。如果投资影响生活，那肯定不要炒A股，得不偿失。。投资需要好心态、闲钱投资、有一定学识基础、逆人性思维、严格操作纪律…。。一般人玩不了
1697435177# #如果在撒哈拉沙漠里实行计划经济，沙子都会短缺。。如果让中国足协去管巴西球队，巴西可能都进不了世界杯。。如果让A股那一套去管理印度股市，印度股市还会20年涨20倍吗？
1699265123# #西陇科学财务作假，虚增营收几亿到十几亿，连续三年惯犯。。如何处罚呢？。。4名相关责任人被深交所公开谴责允悲。。注册制用这样的方式监管，A股需要多少新增资金才能填满？
1692943192# #地产估计要来真的政策
1693194880# #好不容易酝酿出来的政策利好，如果被量化摘了桃子，让活跃资本市场的愿望落空，有关部门估计会采取一些措施
1701225270# #拼多多业绩报表、股价大涨，说明了什么？。。在下不揣冒昧抛砖引玉——说明国人消费观念已经从注重品牌到注重实惠，国有品牌还有很大的发展空间，大家都有光明的未来
1692142381# #中国砖家还真是狗拿耗子啊：与其反思自己，不如攻击他人
1694586793# #罕见没被抓之前，都是以爱国正能量的面目出现的。厉鬼都是披着美丽画皮的。
1692171066# #不服不行
1689041738# #一图了解存储芯片概念股。。不是让你现在追涨，让你先学习了解，以后有机会可以快速选股抓住机会，不至于因为不了解而坐失良机
1700531886# #目前大妖股一览。。其实，我还是喜欢下跌行情做妖股，主要逻辑是：辨识度很高，监管风险相对小得多，资金报团取暖…
1689301645# #A股：虽然我不长高，但是我长胖啊。。2023年上半年，A股二级市场表现跌宕起伏。但在一级市场上，A股融资则领跑全球
1691216222# #水利部：确保雄安新区、北京大兴机场等重点防御对象绝对安全
1696821296# #从浙江国祥可以看出。。把钱交给公募或私募，他们有没有私心不好说，他们有没有专业素养更是难说…
1701669056# #A股拐点都拐了多久了，怎么还没有让外资高攀不起？
1698796079# #近四十年，首次肺炎，喜提输液五到七天。。支原体肺炎，女儿五月份得了一次，儿子九月份，我赶在十月尾。。咳嗽就要注意，一旦发热基本就是肺炎了。。家里的普通药物不管用。。希望给大家一点借鉴
1700972382# #这就是A股长期稳中向好的原因
1692756174# #市场缺乏资金，除了一些强势股，真的没法做了
1694268892# #罗老师别骂了，我知道错了允悲
1694831755# #当下挽救A股的唯一途径就是：补制度漏洞、引长线资金。。在楼市进入新常态的情况下，股市重振重要性不言而喻，而且时不我待，速度必须要快，力度必须要大，否则一周出一个小利好就像逐个伸出十指一样，有限的资金被量化等机构一一击破收割，A股羸弱不堪，必须让多个利好紧握成拳，重拳出击，才有胜算。。现
1703642929# #经济日报：持续扩大中等收入群体。。如何扩大中等收入群体？要靠A股高质量理性牛市？还是靠楼市？
1690500326# #救房地产，各个地方能受益，持有大量房产的人也受益，因此有动力，现阶段已有一些实际行动了。。救股市的有效方法，有利于投资者，不利于收割方，又怕大涨之后有大跌，影响融资节奏，容易担责任，所以没动力，现阶段实际行动较少。。这也是近期地产股涨幅远超证券的原因
1700532429# #地产股反抽，对于被套的投资者来说是个减损的机会。。房地产行业的未来，自己可以根据实际情况做出判断……
1691018186# #隔夜外盘：美股三大指数低开低走纳指跌超2%大型科技股、热门中概股普跌。。美股下跌、中概股下跌，今天A股如何表现？
1699585518# #乡下还有多少消费需求，能让新能源汽车大卖？
1693987809# #“封锁吧，封锁十年八年，中国的一切问题都解决了。”。。——共青团中央今日微博
1691668948# #这个消息没想到。。属于边边角角的利好，也是今天券商异动的原因
1691458685# #狼来了，也没人信了
1691567246# #上周的利润，本周还回去了一半。。这件事对我的教训就是：永远不要高估别人的下限，也不要幻想别人会讲道理
1697764825# #A股需要一往无前、公平公正公开的大智慧、大勇气。。一些鸡贼、哄人的小聪明，只会适得其反。。而且都到这地步了，投资者都看明白了，还玩小把戏，不敢趟深水区。。A股能不到如今田地吗？
1695617008# #A股制度设计有很多悖论…。。你说应该T+0，避免买股票被主力关门打狗，他们说A股投资者大多是散户，不成熟，不能T+0。。但是，允许量化、转融通的时候，又不考虑我们的市场主体是散户了，这个时候怎么不考虑投资者不成熟呢？
1701829689# #网友：张维为教授，当代伏尔泰。。个人看法：魏征、包拯跟张维为教授都有一定差距，张维为可能是当代孔孟哈哈
1695457597# #许家印身家仅剩200亿小编飘了啊，200亿用“仅”。。早上看到了一些传言，老许的处境，这几年，变化挺大。。不过，他轰轰烈烈生活了几十年，该享受的都享受了，下面不管怎样，也没白活。。可怜的是那些买了恒大烂尾楼的普通群众，一辈子缩衣节食，到头来房子没有，还背负一生巨债…
1701005129# #转发微博
1691029472# #老婆是干外贸的，这几天感叹今年机器不好卖了，国外新客户订单明显减少不说，就是现有的订单，也很难做，国内有很多厂家压低价格来竞争，预付款比例也在拼谁的更低。总而言之，就是内卷的厉害，钱难挣，还事情多。。我安慰道：内卷非从今日始，两千年了，我们一直内卷。以前与经济强国们关系融洽，经济高
1699241543# #国资券商，其实可能对合并积极性不高。。因为涉及到职务重组，这里面有背景的人太多。。换谁都不好操作…
1687331453# #这行情，当缩头乌龟是对的，省得挨一刀
1687646015# #哈哈，哄堂大孝。。爱V基本一类货色：见风使舵、投机、无底线…
1703152044# #只要天天喊，迟早有一天能唱衰美股和欧股dogedoge
1695087876# #有些坏种流量大V，当众扯谎脸不红心不跳，赚黑心钱心安理得……。。估计他们只信一个真理：尧舜百年是个死，桀纣百年也是个死，尧舜还不如桀纣活的快活允悲。。人无脸皮，天下无敌哈哈
1701339190# #别买房、远离股市、降低消费。。其他的还行，这三点不符合“正能量”啊
1687565130# #外部失败之后祸起萧墙，史书上不都是这样…
1698025225# #A股依旧处于存量资金行情，游资只能在妖股里报团取暖。。普通投资者，要么耐心等待，要么做辨识度最高的妖股。。按照之前说的这个准则，彼之砒霜，可能是你的蜜糖
1692577992# #周末，楼市政策比股市政策多一些，也更真一些
1692831702# #英伟达业绩超预期，盘后一度大涨近10%，目前涨6%。。估计会刺激A股相关概念股
1691414132# #分享图片
1700977352# #新一轮牛市的起点笑cry。。现在经济增速和过去完全不同，外部环境也不一样，不可刻舟求剑
1697942639# #有些人身体处于21世纪，脑子还停留在200多年前
1701171027# #带货确实需要谨慎，尤其是与身体健康相关的
1687782508# #知名地产巨头确认违约
1692830847# #突发！瓦格纳组织创始人普里戈任坠机身亡。。当初还不如莽到底，或许还有一线生机。。反了又谈和，对一些没有信用的人，自己解除武装，这样的后果很正常。。感觉大鹅的故事，还和几百年前史书上的故事一模一样
1687313981# #不着急抄底，上一个市场期待的落空还需要时间消化。。感觉A股调整还没到位。。目前也没有什么值得兴奋的期待。。经济压力大，没看到治本的决心和方法。。而A股运行的规则没变，融资甚至有所加强。。耐心等待
1689832044# #这种事都要国家层面发文是一个非常危险的信号，是基层治理逐渐僵化的信号，是基层管理逐渐失效的信号
1703927403# #百度百科了一下“深挖洞、广积粮”
1696814527# #这个会影响今天A股题材
1690215215# #中概股普涨，明天估计高开，买的恒瑞可以放心了，明天肯定有机会赚几个点出来
1694485691# #今天A股没有小作文和利好政策加持。。看看能涨多少点？。。就算负大涨，我不卖，你怎么割我哈哈
1702725089# #从百度百科学点历史没坏处哈哈
1687318635# #马斯克和莫迪会面后称特斯拉可能在印度进行重大投资
1702784367# #这可都是A股牛市基础，不可恶意解读
1691648266# #恒银科技五连板
1694233592# #又是标题党、震惊体…
1702000767# #真说多少钱，就成了敲诈了
1691478338# #短期行情，明天很关键。。上上周是周五券商大涨；。。上周是周四券商大涨，力度有所减弱；。。本周三券商如果不表现，估计就难了，投资者估计不会对他们有所幻想了。。总是用发文精神鼓励，市场最终不会买账
1699137724# #主卧没有电视，我和老婆基本不看电视。。客厅没有电视，安排了一个书柜。。爸妈房间放了一个电视，老爸还是要看体育频道的。。负一楼孩子娱乐室放了一个大电视，给孩子们看动画片的
1703552872# #每个人都会为自己的认知买单，没毛病
1692366941# #按照有些人说法：一切责任在煤房，我们都是对的
1692339622# #接近1500只个股上涨，3600多只个股待涨
1697069939# #翻开古代史书看看，是热情歌颂的人名留青史还是直言敢谏的人名留青史？。。后世史书会把于丽、大妈、老胡、张唯唯、陈皮这些人放到什么列传里？
1699093046# #证监会：坚持“零容忍”查办大案要案，进一步完善证券法律责任制度体系。。大家说说，有哪些大案要案需要“零容忍”查办？。。造假上市算不算？
1695103922# #good
1690349962# #这个现象与今天大学生求职难，本质上有相同的核心原因。
1699590969# #不较真每个人都会轮到
1701391046# #我们什么时候能不涨学费，还能减免学生贷款？
1688353481# #跟进
1701934099# #让监管“长牙带刺”…。。“零容忍”打击资本市场各类乱象。。拭目以待，如果真做了就满仓，否则轻仓哈哈
1689721799# #人祸，人祸，还是人祸。老毛子最坏。
1689237837# #俄军：虽然我不擅长解决问题，但是我擅长解决提出问题的人呀哈哈
1693959007# #意外翻出一条以前的报道，当时有人说：长期困扰我国股市的“牛短熊长”正在消失…。。两年过去了，“牛短熊长”消失了么？
1701731385# #这么卷的教育真是造孽啊，多数人只能分到小部分蛋糕，资源分配问题导致高考之前低效刷题练习太多，让孩子失去童年，让教育变味。。希望越来越多的家长觉醒，在家里给孩子一个宽松的氛围吧
1701213545# #芒格去世当地时间周二（11月28日）查理·芒格（CharlieMunger）的家人几分钟前告知公司，查理·芒格于当天早上在加州的一家医院中安详去世。伯克希尔哈撒韦称芒格已经去世。。百岁高龄、智慧富有、投资大师、儿孙满堂、安详离世……。。妥妥的人生赢家，向他的智慧致敬
1698047607# #汪峰章子怡离婚也不能掩盖A股今天的过硬表现哈哈
1688010528# #电力板块热炒，板块热度维持了几天。。随后衍生概念煤炭、电机也跟着喝点汤，但力度肯定不及电力板块。。电机板块，埋伏的尽早止盈，没埋伏的别追高了。。A股炒题材，拼的是预判和手速。。宁愿少赚，不可贪心不足最后反而变盈为亏
1699525548# #可能就是把性能降到新规定的参数以下，其实准确来说这是降级版，不是改良版，不过，有比没有强。。就是这个新闻和张维为说的不太一样哈哈
1696753445# #潘石屹肯定没有这篇文章说的那么好，但也肯定比恒大这种烂尾楼+欠债两万多亿要强的多，至少人家没拖累普通群众。。看到网上有很多人恨不得要抄了他的家，我就想笑，就算抄了他的家，会分一个亿给你吗？他不转移产业，对你又有什么好处吗？。。或许就是因为网上发出这种舆论的人多了，像潘石屹这样的商人才
1700528445# #对乌克兰有利的造谣，重拳出击。。对俄罗斯有利的造谣，当没看见。。这一条假消息就是最乐观的鹅粉也不会相信吧，造假也拙劣了。。可惜，这就是当前舆论状况的现实
1698035850# #烟草反腐升级，烟草专卖局原“一把手”凌成兴被查。。这个部门的油水可以想象…
1686833132# #一周工作1小时及以上属于就业社会的安定繁荣还得看统计部门哈哈
1687750547# #【午盘播报】A股三大指数早盘探底反弹，盘面上，电力行业领涨，桂东电力、深南电A、豫能控股、建投能源、京能电力涨停。光伏设备板块盘中走强，帝科股份涨逾6%，中信博、晶科能源等涨逾5%。复合集流体、TOPCon电池、减速器、燃气、汽车整车等板块位于涨幅榜前列。
1690858747# #证券调整，某些说牛市的人估计又要换个说法了。。个人看法，现阶段谈牛市确实太天真了，现在的经济环境和国际环境跟以前大不相同，长线资金缺乏信心，不可能长期做多，再加上量化资金搅局，不能刻舟求剑。。所以，一般投资者，吃个波段可以了，不要太贪心
1690363427# #这个逻辑需要明白
1690930420# #中概股昨天是这个走势
1702790640# #怎么样提高人们收入？。。一是做大蛋糕，二是完善分配机制，三是做大蛋糕的同时完善分配机制…。。在形势一片大好的情况下，哪个更现实？
1700910191# #六项禁止性行为…。。这个文稿措辞确实容易歧义
1697436623# #嫂子看好A股反弹多少次了？
1692934359# #抢什么盐啊，过几天估计就有邻居因为盐太多没地方放来送盐了哈哈
1694973100# #儿子半夜发烧肚子疼，去医院儿科急诊，发现队伍很长。。这时想起上午邻居说，最近幼儿园流感爆发，发烧的小朋友很多
1695710909# #孩子是未来和希望，如果连孩子得健康营养餐都搞不好，真不知道什么能搞得好。。预制菜有发展的权利，但让孩子在学校每天都吃预制菜，个人坚决不同意。。有些蠢才拿肯德基麦当劳是预制菜说事，大家偶尔吃一次肯德基麦当劳不假，但有几个人天天把这个当饭吃的？。。偶尔吃和天天吃不是一个概念，你偶尔吃火锅可
1699341695# #只要回扣给足，没有什么不可能。。要不恒大怎么能弄到那么惊人数字的贷款？
1702270756# #半夏李蓓再看好A股：现在股市为20年一遇机会。。两个月，A股从5年一遇涨到20年一遇行情…
1688953149# #沪深率先宣布！“无人车”要上路了。。开盘无人驾驶板块表现抢眼，天迈科技20cm，路畅科技涨停。。之前分析的还是有道理的
1696392894# #他们都病了，我们的A股没病哈哈
1703640530# #中国雇佣兵赵睿阵亡，孙汭琦自称生病了，曝光其所在的俄军医疗条件很差，向全国求救，要求解除和俄军合同，回国休养。。大家怎么看？
1690155765# #一个拿死说来说去的人，并不是真的想死……。。史铁生以他的人生经历，看的透彻。。其实，嘴上说的越多的东西，往往越是靠不住。。比如，流氓总是把讲义气挂在嘴边。。其他的，也一样…。。最信不过的，就是整天自夸的人
1692184882# #7月房价稳中略降哈哈
1695086059# #因为权贵垄断了下跌赚钱的权力，所以就控制股市上涨
1702729206# #全年出生人口5年减半，湖南提出有序组织幼儿园设并转撤
1696820907# #A股就是一些人的提款机。。我不装，摊牌了哈哈。。A股又来一个狠人敲门：银行贷款还不上了，我要上市
1701131258# #北交所现股东减持潮不减持是傻子，公司是什么样子，老板还不清楚吗？。。顺势赚钱可以，不能入戏太深，接最后一棒，解套不知猴年马月呢
1703580393# #林毅夫：中国经济增速下滑主因是美国消费需求减弱。。这分析的角度，我等凡夫俗子是万万想不到的允悲。。林毅夫goodgoodgood
1702633762# #少说话，多看书，努力赚钱…
1699697401# #A股：……
1693203336# #这些政策利好，要是一个月之前，估计人气爆棚，这一个月券商骗炮无数，搞得人心尽失。。今天行情走成这样，真是日了狗了允悲
1691645948# #允悲
1689809178# #中概股高开低走，说明什么？
1695864816# #卡脖子是怎么来的哈哈
1696667554# #专家称有收入才有消费。。可惜了，这样有常识、说真话的专家是少数啊
1701924832# #中国和新加坡将30天互免签证开阔胸襟、扩大开放，有利于经济恢复goodgood
1691132208# #午后看太平洋涨停，小仓追了东财，挨了一刀，周末大概率没啥消息，估计周一开盘还有一刀。。没做到知行合一，这就是惩罚。。大家请把我当做反面教材
1694781740# #证监会：IPO受理、审核、注册等相关工作没有暂停不存在IPO“关闸”的情况
1690506808# #T+0阻力相对小一点，减免印花税都呼吁了多少年了，现在财政没那么宽裕，个人看可能性不大
1690462042# #同日官宣！4虎被“双开”。。玩物丧志，沉迷打牌、打麻将；违背新发展理念，干扰碳达峰碳中和战略目标实施；大肆干预插手案件处理，严重败坏纪检监察干部形象；以权谋私，为其子在投资经营等方面谋取利益……
1702979323# #中央财办：今年我国经济运行呈现“一高一低两平”，主要预期目标有望圆满实现
1687590372# #少一股没有一战封神。。普里戈任很有希望一战封神哈哈
1700803355# #马云60岁有点白头发很正常嘛，主要看精气神和状态。。感觉他回不到过去那种神采飞扬、侃侃而谈那个状态了。。当然，目前的舆论环境也很难允许他回到过去的状态。。现在就看到一类人蹦哒得厉害
1698819899# #今年1到9月，共处分40.5万人
1695378909# #俄军黑海舰队总部遭导弹袭击
1689328266# #说到点子上了哈哈
1703040895# #对于券商合并传闻，市场已经不care了。。首先，缺乏合并动力；其次，即便合并了，对行业又有多大影响？
1695455854# #看着这些老人民币，就想起了小时候对这些东西的渴望，因为那时候大部分时间没有一分钱零花钱哈哈
1694065039# #昨天还有人发微博说“封锁十年八年，中国的一切问题都解决了”。。今天A股怎么露怯了，这伤害了民族情感，是不是该把卖出的人抓起来啊doge
1696669125# #经典留言：怎么我刚参加工作，经济高速增长就一去不复返了。是我拖累了经济增长吗？。。人各有命，《红楼梦》里，贾母几乎一辈子大富大贵，宝玉、黛玉十几岁就赶上了贾家由盛到衰…。。个人看法，75—85是比较幸运的一代人，刚参加工作，社会比较宽松，全程享受中国经济发展最快的时代。。95后包括00后毕业赶
1689826513# #股市不说假话
1694077398# #A股很现实，指数不会撒谎，也不会给任何人面子。。一直这样负上涨下去，就怕哪一天沪深指数也不方便公布了允悲
1694567501# #转！话筒卖盐大使毫无人性。反贼玉玉
1702949217# #A股：有人在教我做事？哈哈
1689759739# #好消息：工具箱里还有很多工具。。坏消息：全是大喇叭
1696745550# #A股假期快结束了，没听到一个给力的。。大家说说，周一A股会有多少只待涨？
1698912173# #送别蜡烛蜡烛蜡烛
1702370918# #高耀洁医生去世以前不知道，只知道有些地方由于某些原因，整村人感染艾滋，后来被曝光了。。向她伟大人格致敬
1697503996# #坐标上海，附近医院儿科输液区人满为患，基本都是支原体肺炎，上半年也有一次感染高潮
1697342788# #人口最能说明问题，如果以色列真像某些哈马斯粉丝造谣的那样搞种族灭绝，约旦河西岸和加沙人口增长率能超过不少国家？
1692584924# #批量自购
1694409684# #今天A股缓口气，回点血哈哈
1699005851# #他们会选择性失明哈哈
1687089141# #最羡慕莫言、余华、罗翔。。有才华、有正义感、敢讲真话，最重要的是还财务自由了，可以不用为五斗米折腰，可以不做违心的事，活出自我
1697325758# #之所以一直坚持在中文网络上对以哈发表看法，除了良知之外，还有个重要原因：。。那就是也要让世界知道，我们这里也有很多明辨是非、人性文明的人，不是全部都支持率先发难、屠杀平民和游客的哈马斯。。。哪怕只从利益角度出发，我们和世界上较发达国家（东盟、欧美澳日韩以）的利益高度相关，外贸主体都是
1692929361# #黑线黑线
1700983562# #A股如果也只允许一种声音，那么投资新闻和研报就失去了阅读价值，投资失去了客观态度，那只会恶性循环。。投资者试错失败之后，会逐渐带着失望离开市场，长期来说，这是不利于资本市场健康发展的
1695363102# #上午重新建仓老情人，表现还可以
1700102253# #A股这样走，也能说明一些情况
1687316393# #对于很多从事外贸行业的人而言，汇率可能是今年唯一的安慰。。当然，对于A股，那又是另一个意思了
1694138598# #创业板距离之前低点不远了
1700904448# #中基协：基金经理不得随意离职，不得奢靡炫富、享乐主义。。这个消息让我想起了3年前，教育部专门发布一项规定：导师不得与研究生发生不正当关系笑cry
1702633125# #国家安全部就经济安全表态
1698196736# #大家有没有想过，美国为什么这么发达？200多年时间，这个国家的环境多好，先进的制度，灵活的机智，创新的精神，对个人权利很尊重…。。在中国，乔布斯活不下来，美国的宽容精神创造了良好的环境，就使得全世界优秀人才都跑到美国去…
1703819523# #其他的词汇都见过很多次了。。“逃逸式辞职”这还是第一次听到。。活到老，学到老啊哈哈
1687855387# #俄罗斯联邦安全局撤销瓦格纳集团武装“叛乱”的刑事案件
1693005915# #人民网评究竟谁在发谣盐财。。谁在发谣盐财？你说呢？
1703595878# #关键是违规的该如何处罚
1692855846# #水产养殖概念大涨4%
1702719211# #哈哈
1702615087# #统计局：青年失业率相关方法制度在完善中，将适时发布统计情况
1688641934# #上半年各地出台超300条新政支持楼市。。不解决根本问题，会有效果吗？
1697618625# #胡锡进炒股胡锡进现在越来越少说A股投资了。。个人冒昧揣测：。。主要原因是最近A股经常负上涨，说多了恐怕是负能量，不符合人设定位，也和环球等媒体风格相悖。。其次，他本来也不专业，从“我不卖你怎么割”可见一斑，之前也还有人质疑他P图炒股，如果别人的怀疑是真的，少说也是明智之举，说多了容易穿
1699577108# #他们也想到了办法啊，为了让企业能赚到钱，在促销费和减税之间，选择了让它们上市发股票，名曰：提高直接融资比重。。另外，口罩三年，全世界都在发钱，我们都顶住压力没发，老胡还抛出了著名的“都发钱等于不发”的高论。。现在看新闻都是一切向好，GDP增长5%以上板上钉钉，发钱的可能性不大
1689295951# #看标题，代糖似乎有机会。。看内容，一个体重70公斤的成年人每天需要消耗9-14罐以上才能超过可接受的每日摄入量。。所以，之前也炒作过的代糖板块，今天别追了
1698027298# #与其提高自己，不如贬低他人。。金灿荣西方伪史论就是很好的例子
1697872930# #这周如果只有这个消息的话，下周A股……
1690952804# #全球多个科研团队“复刻”LK-99研究：理论可行尚无法重现超导
1697692588# #自从经济日报这个报道之后，A股跌了多少？。。越整齐划一地看多，市场约不买账。。再从全球经济和外部地缘政治来看，目前某些人鼓吹的大牛市也没有存在基础
1691794049# #隔夜外盘：美股三大指数涨跌不一热门中概股普跌。。纳斯达克中国金龙指数跌3.66%
1697788409# #相比微博大V实名制，其实报纸新闻作者实名制更为紧迫。。鉴于目前A股行情，很多投资者很好奇“4000点牛市起点”和“让居民通过股票、基金也能赚到钱”的作者是谁。。投资者都想“感谢”他们呢哈哈
1700449499# #确实，涨的有点快
