1697730967# #转发微博
1700143940# #微博视界大会为热爱奔赴，我正在微光荣耀入围作品中推荐装腔启示录！来参与推荐，共同见证它的荣耀时刻吧！
1701767927# #韩东君背影好高大！就够皮的
1699598253# #暖气好热，室温27度，往年这个时候冰箱里1/10苦咖啡雪糕，今年乖乖地捧起了保温杯允悲往年光着脚片子人字拖，现在穿袜子了，热🥵，忍着，不敢嘚瑟了笑cry。。水岸清溪的闲逸时光
1701768206# #韩东君在戏里的独到的设计很有创意，效果不错！善于思考的演员赞
1693970305# #其实觉得挺难受的，已经手术两次了，还得手术，来长春。累！
1699879510# #恭喜杀青，期待顾仰山打call打call
1699707947# #谢谢辣条，辛苦了！哇哇
1700656437# #这个剪影（图一）；这个眼神中的信念（图二）；这个光线投来的角度，手臂肌肉的线条轮廓（图三），都那么美！让人探寻背后的韩东君是如何塑造出和他强烈反差的徐卫彪？！
1698975804# #以前，他在线会截屏发微博；现在，他在线会截屏不发微博。静静地看着他或者分头做事各忙各的嘻嘻还会刷新一下看看他有没有更新。
1695959486# #这鞋走路啥感觉🐭🧀@韩东君ElvisHan
1696914321# #好酷，这才是我等待的陈家平抱一抱
1699678501# #
1703257471# #别样气质韩东君，我喜欢这张。
1689300804# #把戴着手环和戒指💍的左腕展现出来，把右臂背到后边去，自自然然的！这个男人，有你想象不到的好和细心！
1701871416# #真好看！谢谢宝宝分享！作揖作揖
1699686010# #欧亚卖场的盛世，我的妈呀，本来想一睹白马王子神颜，给我挤冒汗了允悲hellyhansen品牌代言人韩东君
1693550214# #这张脸好适合现偶@韩东君ElvisHan
1693818814# #不知道🐳东或者🍑宝有没有中国自己生产的挂耳袋（袋，袋，袋），现在搜到的都是日本进口木浆，不想用他们的。
1692077615# #猫眼电影，搜了一下，演职人员表里没有他的照片🙁
1699691676# #hellyhansen品牌代言人韩东君门店姐姐送的图片哈哈
1691312524# #热不热，穿好多，感觉允悲
1700034726# #好亲切，这个城市有他来过的足迹。。。水岸清溪的闲逸时光
1693058269# #存，有时间看
1698152934# #这个人他真好！@韩东君ElvisHan
1701175209# #拍的真好！谢谢分享！🌹🌹
1702950775# #🙏🙏🙏
1699060345# #这玩意儿挺好，冬天刷碗不起倒枪刺，昨天我用它洗脚允悲感觉比那种拉啦叭叭的搓脚工具要好，那种伤皮肤，这种入水软软的，有趣儿，舒适嘻嘻
1700395155# #一直有一种错觉，韩东君是昨天的韩东君，徐卫彪是今天的徐卫彪。见过了真正的韩东君之后再看徐卫彪之后我脑袋就卡壳了苦涩他是怎么塑造出来完全不同的另一个人？还没时间看剧，光看脸，感觉这完全是两个人！
1693365278# #好养眼啊！谢谢畅畅亲亲亲亲
1688397103# #转发微博
1692278904# #8月18号《装腔启示录》他来了笑哈哈@韩东君ElvisHan
1699707751# #转发微博
1693228648# #我赞赏了100积分，觉得ta创作的内容很不错，略表心意超喜欢！谢谢糖老师作揖作揖作揖律动我心❤️❤️❤️
1703316844# #小子，你很会说good@韩东君ElvisHan
1694667519# #暑假番外篇。前天他去他姐姐家吃饭待了整整一天，今天，他打电话问他姐怎么样了，还用不用再接着挂几个吊瓶，撂下电话我问咋滴啦，他说二姐二阳了吃惊今天我打了一上午喷嚏，自我感觉换季鼻炎发作，但还是速速测一下允悲要把自己给整疯了二哈得说，要不是身体素质提高，真不好说。幸好我一直坚
1695861478# #天降喜讯🎉🎉可以出院了哈哈，各项检查都做了，啥毛病都没有，西医说是可能更年期雌激素减少一过性的，那就回家吧，开心^^内个李根龙允悲。。水岸清溪的闲逸时光
1701099531# #感谢邀请韩东君，他好适合打call打call
1700091852# #别尬吹，看别人开枪，枪口画符，子弹打到哪儿都不知道；看韩东君开枪，枪是稳的！这才是好演员！看韩东君打枪过瘾！看别人开枪只想笑偷乐
1700182629# #想成为SVIP，想看看这十年来隐身偷窥我的那些眼睛。
1704105575# #麻辣烫里边的贡菜好好吃！第一次吃。
1697112789# #中药，贼苦贼苦😣晚上喝，苦一宿😭早上喝，苦一天😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭?
1699580320# #微博视界大会奔赴热爱，荣耀前行。我正在微光荣耀入围作品中推荐情满九道弯！一起来推荐你心中的微光荣耀吧
1703916241# #彪子扛着新娘子，笑死我了，真够彪的，难道不应该抱的吗笑哈哈傻小子！
1703307575# #同IP好开心耶
1699448383# #啥时候播知道吗？第三个活动是啥？
1703884730# #终于下线了，没看着摊手搜了一下猫眼儿，发现除了成龙和吴京剩下没啥可期待的了，等着上映！（越来越起的早，说明我步入老年生活）。。梦见了张颂文，在手机上看和影院里看是不一样的！日有所思，夜有所梦，这部电影错过了影院上映。
1688976180# #转发微博
1702550027# #气质型男
1704077197# #这是什么东西？奶枣里发现的，不动。里边还有，吓死了！
1699839082# #辛苦了韩东君，期待新角色鼓掌鼓掌
1699707282# #感谢分享！还有吗？
1687865070# #好好看啊！我刚拥有了一个浅浅的颈窝和浅浅的锁骨的时候，这块骨头是啥？下次我想有这个加油追求无止境耶
1691202681# #转发微博
1693110313# #存一个，谢谢宝宝爱你爱你
1697277243# #别再玩儿真的了！
1701063721# #怎么买？
1698104944# #转发微博
1690781711# #转发微博
1697895106# #这么有心的韩东君
1703600827# #我推荐为2023微博网友喜爱人物，希望TA继续站在热爱的世界里闪闪发光！一起来微博之夜推荐你喜爱的TA吧，参与集卡互动还有机会得盛典门票去见TA哦！戳&gt;&gt;
1687825824# #转发微博
1690115706# #XZ蛮帅的！天天吃烧烤肯定吃不下，来转转。
1699883033# #韩东君顾仰山。这个后背真是让人向往，好想探寻他的目光；我猜测他的思想，他的眸中一定闪烁火光！
1701573899# #阳虚及为何不熬夜
1699795914# #韩东君，灵动的眼睛，可塑性极强的面庞和身材优势，让人觉得他有广泛的角色可以饰演，让人充满期待！前途无量！
1690859234# #可可爱爱，活动颈椎
1691922037# #原来缓解便秘有那么多方法黑咖啡最好使，一杯下肚粑粑出来doge
1694217617# #转发微博
1692333500# #啊哈，看你胆儿突滴样笑死我了笑哈哈@韩东君ElvisHan
1697893988# #身材真好！
1702428538# #转发微博
1698475897# #看到这里我想那就是地中海饮食了，结果文章末尾就写到遵循地中海饮食可以使某些症状减轻，而地中海饮食是长寿饮食毋庸置疑。。。水岸清溪每日读书
1690532544# #听拉二听得直起鸡皮疙瘩。
1692957083# #这里演个警察呗，贼酷！请来一个吧！
1689511054# #转发微博
1695051765# #降温了！
1702549729# #这么帅！小雯冷吗？辛苦分享爱你爱你
1699716173# #hellyhansen品牌代言人韩东君给银装素裹的春城带来一抹缤纷色彩，HellyHansen品牌冬装一改冬日里一贯的黑蓝灰，以创新保暖便捷舒适给萧瑟寒冬妆点盎然意境，美妙绝伦！已购买，喜欢鲜艳，生机勃勃的感觉太开心太开心
1700893335# #以实力脱颖而出
1702165540# #清澈的爱，只为中国🇨🇳生日快乐蛋糕蛋糕
1703030133# #一早醒来发现自己的微博……疑问不知道如何描述，是进了某一类话题实时热点的意思吗？疑问疑问疑问
1695401741# #致敬！
1696597795# #导演好会拍韩东君许子诠这个角度的韩东君的侧颜和腰，简直完美！画面浪漫唯美（图二），台词有趣。
1692164542# #转发微博
1697245182# #感谢博主作揖作揖
1696114054# #天终于亮了，这一宿人间地狱啊！烧到40度，没吃退烧药，因为药物相互作用，不敢吃。血氧94，脉搏101。儿子起来无数次过来看我，要求“妈妈你把口罩摘了！”是恳求。我戴着N95睡的，儿子听见我呼吸憋着的声音，“你不摘口罩我就不睡了。”这孩子真的是不怕被我传染啊！。。水岸清溪的闲逸时光
1694672291# #曾经想买震楼器制服楼上熊孩子来着，但现在不用了偷乐自打楼上全家阳了之后，那个孩子作妖的动静就没有了，噪音消失了。不能说这值得庆幸，毕竟是孩子，孩子天真烂漫；连他们家两口子干仗，男主人叮咣摔东西的声音都消失了。看来好像抡不起来了。
1689667123# #怎样横着走？@韩东君ElvisHan
1701849538# #新冠后遗症肺气肿，别不承认没有后遗症，矢口否认可不行！
1692697694# #好好听！好甜！
1701061094# #哈哈，韩东君
1697981705# #笑死我了，成子，哈哈哈哈，《梅花红桃》这哪是谍战片啊，这是喜剧片吧允悲
1691744991# #转发微博
1703495561# #女性抗衰的7个小技巧健身馆里的不光是女性，大部分常健身的人，皮肤都特别好。
1701162597# #太完美了！看了好多遍允悲
1690238749# #转发微博
1692294808# #没时间追剧了，条件不允许允悲以后补吧。看微博也都是偶尔抽空看一眼苦涩
1694322799# #一个粉嫩嫩和一个黑吧丘，我也想买一个黑吧丘开学季开学季开学季
1703376796# #真是言之有物很专业！这套雪服超帅！@韩东君ElvisHan
1692918388# #转发微博
1699764348# #微博视界大会为热爱奔赴，我正在微光荣耀入围作品中推荐情满九道弯！来参与推荐，共同见证它的荣耀时刻吧！
1700064581# #hellyhansen品牌代言人韩东君。。
1703640689# #我推荐《装腔启示录》为微博网友喜爱剧集，好剧集带来的感悟、力量和快乐是剧集之外留给真实生活的彩蛋。一起来微博之夜让好剧集感染更多人吧，参与互动还有机会赢大额红包和盛典门票哦！微博网友喜爱作品
1700565291# #
1694434074# #我也想有这样的爱情❤️，各自有各自的空间，但又彼此相牵。好吧，今天还是第一天，每天都是新的一天允悲不特意签到了笑哈哈
1703806058# #2023道个别以前追星止于嘴，从不线下。2023.9.30我决定要见他一次，无论如何！不想留下遗憾！2023终将难忘！以后不要再有2023了！这一年能够活下来真不容易！
1699766052# #好幸运的女孩
1693135679# #真酷！小得意的表情偷笑
1700150010# #hellyhansen品牌代言人韩东君拥有韩东君同款羽绒服太开心
1693841242# #哈哈允悲笑死我了，本来多么美的曲子呀，再也不能好好听了允悲允悲允悲允悲
1700898683# #这是啥节目在哪看韩东君
1697200143# #从前是我领你欣赏音乐会，今天你邀请妈妈和小姨欣赏古典音乐，谢谢儿子，一个浪漫美妙的夜晚心心。。水岸清溪的闲逸时光
1697634539# #你要注意安全，大脑缺氧很危险的！以后不要再发生了！
1691039649# #期待韩东君，帅的！守护者们
1693585633# #手机有点碍事儿笑哈哈韩东君装腔启示录
1688779092# #转发微博
1699511148# #期待韩东君的到来
1693304546# #有时候一句话说出来不啻一颗炸弹，想了半天不知如何措辞，其实我很想知道。
1703379389# #谢谢分享！
1703319223# #哈哈，好坏，又皮了！
1690346124# #转发微博
1699672666# #穿的可忒少了！
1694765057# #聪明反被聪明误
1694402868# #马祖耶夫，拉赫玛尼诺夫，梦寐以求，一票难求！心碎了无痕！。。不想委屈自己，单曲不想听，想听拉赫玛尼诺夫的，虽然单曲有票。。。希望马祖耶夫能够再次来中国，也盼望着不止是上海，东三省哪怕选一个城市都行心心心心。。“妈妈，他会再来中国吗？”。。“会！”。。“但是机会难得（指2014上海东
1690670666# #转发微博
1700220674# #《似火流年》🔥🔥🔥
1703546162# #深切缅怀毛泽东🇨🇳🇨🇳，今天是他老人家诞辰130周年🇨🇳🇨🇳
1692946965# #好酷啊！我有一点点嫉妒允悲
1702100333# #转发微博
1701560836# #鲨鱼裤有人穿过吗？东北的，确实脑活吗？有请吱一声……
1701956191# #哈哈，好可爱
1688307349# #转发微博
1692078914# #该说不说，ckg作品，从《长津湖》到《志愿军雄兵出击》背后的宣传一直很NB！
1700193637# #红旗真舒服，能伸开腿，宝来伸不开腿。
1692263841# #好甜！一天天的放花絮不如定档两个字呀撒楞滴！韩东君装腔启示录
1704063650# #新年祝福到！赢牛奶我获得了微博开新年跨年惊喜祝福小卡【新】，每日完成发博+转评赞互动，轻松集齐开红包~快来加入，领走新年好运气&gt;&gt;
1703734411# #哈哈偷笑，别为难孩子了
1689139776# #《扫毒3：人在天涯》不错！太刺激了！。。【艺术对比】。。罪恶罂粟花海下一对美好年轻人的对谈背影与美好香江焰火夜空下刘青云信誓旦旦的誓言：“我要在上流社会做最下流的事然后快速花光所有的钱……”。。【影片音乐】。郭富城开车撞人顶头上司关闭摄像头激烈对话时音乐响起，那一段旋律震撼，摄人心魄！。。
1701083269# #想帮他把口罩往上拽一下允悲
1702387205# #吴宇森评《似火流年》赞
1691064603# #又高又帅，一身正气！愿所有付出都有回报！
1702881097# #最值得期待的
1700966495# #转发微博
1692335278# #完美
1702880765# #2023电视剧大赏火热进行中～我在年度剧集热梗推荐活动中pick了《缘粪不浅》，快来支持你心中的年度剧集热梗吧！年度剧集热梗推荐^^
1689912624# #生日快乐蛋糕蛋糕
1694496217# #将来一定是个超级奶爸！
1701922694# #正气存内，邪不可干。
1688703419# #和公婆同住是什么体验还可以，没有什么特别不同的感觉。公婆没文化不识字，妈妈提前嘱咐过：和他们相处，因为是老人别计较太多，看不惯的多容忍；自己多干些，护短的时候多理解。事先父母给打过预防针，所以相处还算融洽。公公对我很好，不能像父亲一样疼爱吧，但是有一年冬天治安不太好，他每天在楼
1695435185# #坐得倍儿直，眼神好温柔！我喜欢那个半珍珠项链和太阳花🌸
1695856460# #医生开的这个药副作用好多，我不吃了允悲
1701767383# #我的妈呀，韩东君你是想帅死谁！
1699502018# #微博视界大会为热爱奔赴，我正在微光荣耀入围作品中推荐情满九道弯！来参与推荐，共同见证它的荣耀时刻吧！
1703900967# #2023的开心事平生第一次线下见君。
1701337466# #好啊好啊
1703292384# #真不错！祝贺东君鲜花鲜花
1701399067# #期待顾仰山韩东君顾仰山
1700542059# #中间看起来像石头的东西分份的时候用刀砸都砸不动，只知道圆片片可能是人参。给儿子调理熬汤药。今天超级困，昨天后半夜一点多睡的，怕溜号把药熬糊冲了一杯挂耳咖啡。。。水岸清溪的闲逸时光
1700642440# #分享视频
1699460574# #转发微博
1704063635# #2024年第一条微博。。祝你新年快乐，身体健康！2024更充实！付出与收获成正比心心心
1699718187# #晚安，韩东君，辛苦了！你凌晨在线的时候恰好我醒了摸手机看到你，以为你睡醒了打点行李箱准备登机出发，不知道你刚刚杀青，觉都没睡，马不停蹄赶来作揖作揖辛苦！今天所见，才明白为什么有人一直不停地奔赴，从一个城市到另一个城市，女孩子，不怕孤单和行程漫漫——因为只为这双眼睛，清澈纯粹；
1704034191# #节日君内部红包专用哇！好运来袭！我抽中了的现金红包，你也快来试试手气吧，比比谁抢得多！
1703825528# #昨天健身后心血来潮没拉伸，回想大宝贝的广场舞舞了一下子，舞的可开心可开心了！结果今天傻了，屁屁疼，上肢疼顶顶顶走路都拧了二哈。。但是，一个好消息，我哥在我的影响下也开始健身了！并且他已经瘦了5公斤！非常非常开心！上次我们在一起逛街看电影，从后面看他有腰了笑哈哈希望他把他的
1703677658# #超帅！
1701936932# #SVIP免费领SVIP体验卡免费领送你一张SVIP体验卡，点击免费领取，即刻获得去机型小尾巴、个性Flag、内容权益、动态头像、评论气泡等超多尊贵权益。快快点击链接领取，和我一起畅享SVIP尊贵权益吧！『SVIP体验卡』
1693586104# #忙到飞起的一天，《奥本海默》没时间看了泪
1704263054# #转发微博
1698191627# #转发微博
1695797278# #有没有张颂文老师，想看看张颂文老师来长春。
1703292860# #戴眼镜好斯文的样子@韩东君ElvisHan
1701338202# #完美侧颜
1701767260# #韩东君笑的好开心
1689543874# #转发微博
1703173817# #欢迎韩东君再来吉林
1703900891# #新年祝福到！赢牛奶我获得了微博开新年跨年惊喜祝福小卡【乐】，每日完成发博+转评赞互动，轻松集齐开红包~快来加入，领走新年好运气&gt;&gt;
1697588310# #以前，每天早上刷牙都会看见舌头上一圈齿痕，今天意外地发现舌头上没有齿痕！是中药的作用吗？。。上一个没有齿痕身体素质最佳时期是当志愿者期间，那段时间标准体重，体脂率BMI都在标准值区间——因为知道自己每天都在危险区域服务所以对自己要求非常非常严格！作息非常规律，健身认真有规划，饮食也吃
1691649201# #转发微博
1687407832# #2013年开始包藜麦粽子至今已经正正好好十年了！且和田特级枣是标配！。。最初采用藜麦加入粽子这个初衷是因为藜麦的高GL低GI，而低GI藜麦介入高GI糯米中和粽子GI含量，增加其营养价值，且藜麦是国际粮农组织推荐谷物，是减肥人士首选食物。。。我包的粽子略小，一个和田特级枣至少5～6cm不等，煮完之后它的
1694869768# #转发微博
1695615059# #我包包里会有一只笔，好多时候莫名其妙笔会漏油弄脏包包，我有一个使用好多年的笔袋挺喜欢的，后来儿子相中了被他要去了，今天摸兜找笔的时候发现笔又不出所料把包包弄上油渍了，于是想买一款同款笔袋，上某宝去搜，结果被这款笔袋吸引了。。。儿子过来看见了，瞅了一会儿我看的视频（介绍笔袋），说：“
1696034065# #住院期间订早餐，美团小哥骑着摩托停到我面前的时候，我一看见他机车后备箱上的两个灰吧秋的蜘蛛侠就笑了笑哈哈机车男都喜欢这个吗？装饰自己的小车车，陪伴独行侠，风尘仆仆～
1702885070# #我投给了“韩东君”~
1697413572# #转发微博
1694218079# #转发微博
1696857401# #转发微博
1704074942# #新年快乐！
1696210097# #退烧了，烧了两天两夜，第四针疫苗给我的感觉就是烧的时候不疼，但是酸，腰酸膝关节酸，就是应该是疼的地方我都在酸，那种感觉无法描述。最难受的是心脏！高烧到40度时，全靠意志力在挺，还有健身的底子，但是以后我不再节食了，均衡饮食。中医学院的《疏风散寒颗粒》超好使，遵医嘱加倍服用。。。活了?
1699599608# #分享图片
1696053541# #阿托伐他汀副作用太多了！浑身冷，嘎嘎冷，四肢冰冷🥶现在缓过来了一点儿，流鼻涕，嗓子眼儿痒一过性的，体温36.8。。儿子给我披了一件他的厚外套，并且给我拿了一双厚鞋，给我找了一双厚袜子，然后自己把桌子捡了，不吃的东西收进冰箱，体贴细心❤️。。昨天儿子用我的手机设置了紧急呼救联系人，。我按
1693694331# #《奥本海默》带给我的震撼是久久挥之不去的！。。一千个人有一千个哈姆雷特。有个网友评论我昨天的评论，我一时不知道该如何回答——他要的不是我能给予的答案。。。推荐给孩子们看，在心头种下科学的种子。如果现在不懂也没有关系，就像我们学生时代读过的好多诗句不也是成年时突然间恍然大悟茅塞顿开的吗
1690109234# #转发微博
1699690088# #门店姐姐送的视频hellyhansen品牌代言人韩东君
1704155123# #新年快乐！神一样的男子送花花送花花
1704120830# #超市里好有节日气氛！
1699448646# #真不错！goodgoodgood
1697634431# #韩东君好酷啊！
1699533655# #恭喜你，好优秀！@韩东君ElvisHan
1694694812# #我投给了“参赛id：小雨天Sunnyday”~
1693353166# #睡不实，但是醒来很精神，越来越能起早说明我正在步入老年哈哈
1700652804# #好酷好帅！
1702550119# #好帅，谢谢分享！很喜欢😍
1688288867# #你好爱车！笑起来的样子真好看！@韩东君ElvisHan
1700003950# #微博视界大会奔赴热爱，荣耀前行。我正在微光荣耀入围作品中推荐梅花红桃！一起来推荐你心中的微光荣耀吧
1696467124# #虎口脱险，坐着睡的第三宿，被腰椎的抗议敲醒。。。水岸清溪的闲逸时光
1703984403# #恭喜《似火流年》，每个人物都很精彩！电影质感的享受！从故事中很受教育！
1701142693# #是直播吗？
1701423035# #好吃😋
1698715965# #3号降温，真的开始冷了。低于10度就得穿绒衣绒裤，低于0度就要穿薄棉服了。
1688448327# #我在想这玩意儿能有多么好吃思考。。我儿子每天都在我身边挖啊挖啊挖允悲。。他每次说：“妈妈，甜！您也吃……”边说边送到我嘴边儿的时候我都推回去：“你吃吧，妈妈不能吃甜的。”（假装一个血糖高可以拒绝很多很多解释——终极目标减脂）推回去的同时咽了一下口水允悲。。今天终于没忍住，尝了一个
1702729295# #转，先存后看，君宝节快乐🎂🎂
1695799486# #病房里的患者都走了，大家都在准备放假回家，不放我走还查不出来啥，每天挂点滴，我要疯！明天还得检查，不放我回家。今晚那个病重的老爷子不在，他转院了，我能睡个好觉了。
1693207726# #男子大三挂科退学10年后再次考上大学拼劲儿倒是有。30岁，对自己的人生规划没有。祝一帆风顺！
1693659015# #“现在我化身死神，变成世界的毁灭者。”。。“如果实验成功，就把床单收起来。”。。——奥本海默。。一点点小启示，如果成年人去看，可能会对日本排放核污水有更深层次的认知。但是不了解那段历史的人劝退，因为会觉得枯燥无味不能理解。
1703659461# #“打打架，当当老大。”彪子。挺遗憾的！上世纪六十年代有一群人有这样的观念：读书无用论。他没有爸爸，如果爸爸活着，肯定命运不同！配曲好伤感！《似火流年》。。好受教育！家庭环境，父母教育，对一个人的一生起至关重要的作用！
1688732493# #笑cry被筷子毛刺儿扎手了，儿子吓坏了允悲这孩子特别胆小儿，没啥历练，看我这样婶儿滴心疼不已！三文鱼也没吃几口允悲倒是我自己心真大，自言自语忘了孩子就在旁边：“吃吧，吃完了再上医院！”（吃的是三文鱼发物还有辣根辛辣），结果儿子听见了上心了！他比我还紧张也吃不下饭了允悲。。饭前
1701913891# #周围的同事朋友亲戚陆陆续续开始出现新冠后遗症，症状有抑郁症，二型糖尿病（多得十个手指头查不过来了），肺气肿，因为血管的炎症拄拐杖的，组织器官切除2/3的……。。我，很想知道当时登上rs首阳的那些，自以为登上幸福列车的人，你们还好吗？以及那些撞门的人……。。等着吧，你我他，每个阳过的人，都
1687409391# #一切顺利！
1703583369# #似火流年🔥韩东君似火流年。。韩东君演技封神！。韩东君演技封神！！。韩东君演技封神！！！。。我从来没有见他演过这样的角色！我被他代入了❗代入了❗❗。。昨天开始终于有时间在👖上看了文牧野的作品《似火流年》。。。几个性格迥异来自不同家庭背景的青少年因为各种原因走到了一起。。。张鹏19岁，胆
1703603152# #汪磊人物线故事情节要比彪子人物线要好
1699673285# #转发微博
1697864702# #水岸清溪的闲逸时光。陈皮茶
1695783904# #门口的实习生长得特别美，一双jc的眼睛，每次我都忍不住多看几眼，戴着口罩。我能分清护士和实习生衣服了，都好看！。。我饿了！兑的不是葡萄糖，所以到点儿就饿。尤其那些哗啦哗啦口袋，边打边吃的隔床病友，总吃，真馋啊！馋一切与吃有关的声音！。。快打完了，我不会左手使用工具🥢。。
1700731779# #致敬英雄！
1700828567# #太帅了！
1698796570# #嗓子疼有痰不烧小柴胡颗粒。嗓子痒苏黄止咳胶囊。嗓子疼浑身疼风寒感冒疏风散寒颗粒。。水岸清溪的闲逸时光
1700091417# #转发微博
1699693399# #买了一款韩东君穿过的羽绒服，的女士款笑哈哈今天在hellyhansen品牌代言人韩东君欧亚卖场专卖店买除了打折还有韩东君给的让利100元，店家是这样婶儿说滴，还送了赠品，但是海报说是团队拿走了，不给笑cry没要来，但是获得了一点好东西，回去晒，堵在路上了。
1695991218# #中秋节快乐原来皮卡丘的耳朵会动啊，好可爱！
1689171063# #1.58CHv:/复制打开抖音，看看【韩东君ElvisHan的作品】即使在赶路也不要错过美好的风景😏星河计划继平河之后我最喜欢的视频
1703306474# #我以为是个巧克力，结果是面包，嗯……不错！很有东北特色——大！笑哈哈分给团队吧，你还是别吃了doge@韩东君ElvisHan
1703431142# #再长一些就好了允悲喜欢雪场的样子笑哈哈
1690353519# #喜欢不是爱，尊重才是。愈爱愈尊重。。。水岸清溪的闲逸时光
1695948760# #我昨天出院，今天和我的家人去探望他们家在长春手术的亲戚。。。我在救护车来抬走我时直到出院全部过程中只有我的兄弟姊妹和儿子陪在我病床前，日夜守护。。。他自己和他们家任何一个人都没有到场。只是在群里叭叭两句。。。——我非常理解。。。我今天去探望出于我父母给予我的良好家风，与你们不一样，我知道
1699942898# #微博视界大会为热爱奔赴，我正在微光荣耀入围作品中推荐情满九道弯！来参与推荐，共同见证它的荣耀时刻吧！
1701580667# #这个什么膏不止一次看到了，总出现在我的博文或者评论下边，这广，告打的，烦死了笑cry
1698714073# #每一图片眼神都不同，胳膊血管线条，嘴唇……好精致！观察细腻，眼光独到赞，好喜欢抱一抱抱一抱抱一抱谢谢！
1703310538# #啊啊啊啊啊……这位大步流星的，太正太帅了！我喜欢憧憬
1699580358# #微博视界大会奔赴热爱，荣耀前行。我正在微光荣耀入围作品中推荐梅花红桃！一起来推荐你心中的微光荣耀吧
1692241212# #啥时候播
1699708005# #啊，他注视过你哇哇
1701356714# #彪子死了？猜的嘻嘻没时间看剧，也没时间上网了，看看超话就睡觉去了哈欠原博流泪是没有改过自新的机会吗？配上这句说得半儿啦柯基的话😪
1697601901# #会说话的眼睛
1691678237# #慢慢装，十月份拍完戏去大连，那时候山珍海味都有笑哈哈@韩东君ElvisHan
1699882502# #微博视界大会奔赴热爱，荣耀前行。我正在微光荣耀入围作品中推荐梅花红桃！一起来推荐你心中的微光荣耀吧
1703930936# #好吓人啊，看得我要吐了！张鹏真是个狗东西！
1700090591# #微博视界大会微光所向，热爱同行！我正在微光荣耀入围作品推荐情满九道弯！为热爱助力，一起来推荐你最喜欢的作品吧~
1695274253# #为了让它立住，我拿了个柠檬🍋儿子的鸡蛋鸡排三明治🥪
1703920982# #韩东君演技封神！《似火流年》拍的时候韩东君多大？为什么这部剧不早点播！（算了，当我没说，没问允悲）看到目前为止，第一次是华子受伤，彪子验伤那场戏，定夺谁救华子谁救忠余楠，那场戏太精彩了！扇张鹏嘴巴子怒吼提醒他带华子，他和磊子救忠余楠，那场戏我反反复复看了好几遍！韩东君年纪轻轻的
1695445003# #分享图片
1701074865# #韩东君超话韩东君冬日滑雪大片预告🏂🏻韩东君费加罗男士十一月刊封面⛷️🏂🏻🏂🏻。。已下单（脑瓢一卡壳下单两次，要不然应该一次完成的，还能省点运费允悲）
1693581255# #想给儿子做海参吃，泡好了，不敢拿，害怕允悲
1696945877# #保佑平安🙏
1691075351# #这件T恤原来是深绿色！那我就更喜欢了！记得有一天你不穿的时候想着点有个人在等着接呢允悲图四辛苦了，好好努力哈！图五你的笑容有感染力！像阳光一样！早点休息，晚安月亮月亮
1697453354# #还不错，你呢？后背好好看嘻嘻@韩东君ElvisHan
1704250209# #太超前了尔滨哈尔滨不是一年冰灯好看，是年年！刚参加工作时和同事坐火车去玩过，一直玩到人家熄灯！糖葫芦贼老长，个儿又大又甜！冰灯绝美！冰滑梯！拍了好多好多照片！一个个的鼻头冻通红！临走的时候买了不老林，哈红肠！特别美好的回忆！
1703080489# #想看韩东君滑雪🏂🏻🏂🏻
1700392670# #他坐在你前边？太幸福了！
1692538277# #转发微博
1703189365# #
1701077069# #已下单，韩东君好酷好帅！
1698557014# #史上最难看的面团在我手里诞生了！使不上力气，好失败！想扔了吧，可惜，太浪费了！不扔吧，不知道效果如何。。。终于成功地没发起来！本人做面食至少三十年，第一次演砸允悲
1693585901# #谢谢蛙蛙，今天的直播吗？
1699917705# #好神秘，好安静！直觉告诉我会火🔥，你是不是想突然间蹦出来想吓吓我？我等你好久了，从2019到现在，还有人比我等得更久……所以我猜想，你好会捉迷藏！快出来吧！别猫了！
1703329795# #真不错！你就要走了吗？一路平安！想看会动的，还有期待下次再来！💐💐
1688969750# #🎀啥时候杀青啊？高温穿西服套装和马甲太辛苦了！
1694996789# #勿忘历史，吾辈自强！
1688253311# #转发微博
1701762795# #先存着，以后看，我来晚了允悲
1697088397# #今天一手挨一下，扎针真疼啊！一挑一撅，在里边找血管😣这药刺激血管。。。水岸清溪的闲逸时光
1695698375# #儿子叠的，小子，知道他心里想啥。。。对面大姐在吃啥，好馋😋，打了一上午点滴，睡着了，打呼噜了，睡得好香哦！。。我好饿！挂完了，儿子给我买饭去了。。。去年八月份120拉走我我打了十天点滴恢复的，今年120拉我走就不是打点滴的事了。去年耽误孩子考研，今年继续耽误孩子考研，我可够拖累的！。。
1699460332# #真不错！继续拳头拳头
1697501643# #身材真好！
1704242135# #好看！喜欢！
1695566921# #在逐渐丧失记忆力中……需要买一个小药盒，什么药吃没吃总容易混，有时候会吃重。。。水岸清溪的闲逸时光
1699248693# #为什么长春松树🌲特别多？因为冬天下雪的时候万物凋零，只有松树傲立雪中！雪下冒烟儿了，下得好急呀！朋友圈里步数都好少啊笑cry
1699598786# #
1696498344# #韩东君的那个著名的扯衣领，只有在剧中才酷又帅，配上了节奏的鼓点和赋予了剧情，出了剧情就找不到那种感觉了笑哈哈
1689869673# #生日快乐！蛋糕蛋糕
